Dates,SP1 Index,GX1 Index,Z1 Index,NK1 Index,SP1 Index_position,GX1 Index_position,Z1 Index_position,NK1 Index_position,Risk_Index,SP1 Index_returns,GX1 Index_returns,Z1 Index_returns,NK1 Index_returns,SP1 Index_strat,GX1 Index_strat,Z1 Index_strat,NK1 Index_strat,Total
2003-06-17,1010.7,3884.9053,7047.97275,76.4676,0.0,0.0,0.0,0.0,1.6899078446375946,0.00029691211401439155,0.005414437533902916,0.00853164836921616,0.019192801156800998,0.0,0.0,0.0,0.0,0.0
2003-06-18,1009.4,3865.806,7054.3165,76.98816,0.0,0.0,0.0,0.0,1.765033653853559,-0.0012862372613041684,-0.004916284574555729,0.0009000815163480169,0.006807589096558431,-0.0,-0.0,0.0,0.0,0.0
2003-06-19,995.3,3790.9323,6938.90645,77.27388,0.0,0.0,0.0,0.0,1.9060558049179677,-0.013968694273826077,-0.019368199024989874,-0.016360203004784357,0.0037112200109732374,-0.0,-0.0,-0.0,0.0,0.0
2003-06-20,991.5,3791.72966,6896.472,76.77365,0.0,0.0,0.0,0.0,1.7902008293485892,-0.0038179443383904443,0.00021033348445720357,-0.006115437685429659,-0.0064734681369694735,-0.0,0.0,-0.0,-0.0,0.0
2003-06-23,980.9,3708.3843,6812.4498,77.7277,0.0,0.0,0.0,0.0,1.8566329787191798,-0.010690872415532016,-0.021980828664878937,-0.012183359839639696,0.012426789660254567,-0.0,-0.0,-0.0,0.0,0.0
2003-06-24,981.5,3728.60525,6731.3,75.67017,0.0,0.0,0.0,0.0,1.894813321120627,0.0006116831481293161,0.005452765507609314,-0.011911985024829153,-0.026471000685727275,0.0,0.0,-0.0,-0.0,0.0
2003-06-25,971.9,3726.1161,6824.9337,76.22288,0.0,0.0,0.0,0.0,1.750912553471661,-0.009780947529291928,-0.0006675820670476451,0.013910195653142665,0.007304199263725719,-0.0,-0.0,0.0,0.0,0.0
2003-06-26,983.5,3722.0699,6719.2563,75.03983,0.0,0.0,0.0,0.0,1.8418841868126314,0.011935384298796148,-0.0010859028251964942,-0.015484018548048262,-0.01552093019838674,0.0,-0.0,-0.0,-0.0,0.0
2003-06-27,973.3,3679.3029,6660.9298,76.0688,0.0,0.0,0.0,0.0,1.7865109167512134,-0.01037112353838332,-0.011490111993866625,-0.008680499358240001,0.013712317845069766,-0.0,-0.0,-0.0,0.0,0.0
2003-06-30,973.3,3707.28655,6634.3392,75.76388,0.0,0.0,0.0,0.0,1.8215007934398517,0.0,0.007605693458942797,-0.003992025257494758,-0.004008476537029626,0.0,0.0,-0.0,-0.0,0.0
2003-07-01,981.2,3665.703,6577.165,77.74799,0.0,0.0,0.0,0.0,1.7179810551010943,0.008116716325901718,-0.011216707810190685,-0.008617919324957146,0.02618807273333945,0.0,-0.0,-0.0,0.0,0.0
2003-07-02,992.9,3750.2608,6655.357,80.83959,0.0,0.0,0.0,0.0,1.5885278947704542,0.011924174480228311,0.023067280682586677,0.011888404806630115,0.03976437204357319,0.0,0.0,0.0,0.0,0.0
2003-07-03,982.5,3723.437,6693.9916,80.83883,0.0,0.0,0.0,0.0,1.7548712993997186,-0.010474368012891477,-0.007152515899694234,0.005805037956641668,-9.401334173042564e-06,-0.0,-0.0,0.0,-0.0,0.0
2003-07-04,982.5,3745.071,6675.999,81.32836,0.0,0.0,0.0,0.0,1.8135528788616,0.0,0.005810223188951413,-0.0026878731069815975,0.006055629454310596,0.0,0.0,-0.0,0.0,0.0
2003-07-07,1002.5,3809.73,6702.7785,83.0441,0.0,0.0,0.0,0.0,1.632621671525762,0.020356234096692072,0.017265093238552742,0.004011309768021221,0.02109645393070747,0.0,0.0,0.0,0.0,0.0
2003-07-08,1007.6,3782.59035,6633.246,83.3967,0.0,0.0,0.0,0.0,1.7805307553577727,0.0050872817955112115,-0.0071237725508107586,-0.010373683092765207,0.004245936797436567,0.0,-0.0,-0.0,0.0,0.0
2003-07-09,1000.9,3781.6202,6599.808,85.05942,0.0,0.0,0.0,0.0,1.7774383319916498,-0.006649464073044897,-0.00025647768069836374,-0.005040970891174612,0.019937479540557357,-0.0,-0.0,-0.0,0.0,0.0
2003-07-10,988.7,3736.0747,6558.5559,84.28207,0.0,0.0,0.0,0.0,1.8602368732194647,-0.012189029873114099,-0.012043911760361237,-0.006250500014545857,-0.0091389054851303,-0.0,-0.0,-0.0,-0.0,-0.0
2003-07-11,997.3,3769.7538,6609.5604,81.53559,0.0,0.0,0.0,0.0,1.820004816768373,0.008698290684737486,0.009014568150899072,0.00777678817984917,-0.03258676489554668,0.0,0.0,0.0,-0.0,0.0
2003-07-14,1002.6,3848.526,6683.91365,82.99991,0.0,0.0,0.0,0.0,1.676756297498399,0.005314348741602304,0.020895847362764064,0.011249348746400711,0.017959273980846957,0.0,0.0,0.0,0.0,0.0
2003-07-15,1000.9,3811.1922,6528.3138,83.35464,0.0,0.0,0.0,0.0,1.8797252150246415,-0.0016955914621983315,-0.009700804931550344,-0.02327975167662444,0.00427386005599284,-0.0,-0.0,-0.0,0.0,0.0
2003-07-16,995.1,3808.28955,6480.9765,82.16976,0.0,0.0,0.0,0.0,1.8609503639276843,-0.00579478469377559,-0.0007616120750877364,-0.007251076074192397,-0.014214925527841094,-0.0,-0.0,-0.0,-0.0,-0.0
